NIM,Program Studi,Sebutkan kategori jenis pekerjaan yang Anda lakukan di tempat bekerja!,Jelaskan tugas-tugas utama dalam pekerjaan Anda saat ini?,Apakah pekerjaan yang Anda lakukan di tempat bekerja sesuai dengan bidang keilmuan?,Seberapa erat hubungan bidang studi dengan pekerjaan Anda?,Seberapa besar program studi Anda bermanfaat untuk hal-hal di bawah ini? [pembelajaran yang berkelanjutan dalam pekerjaan],Bidang usaha bekerja,Organisasi apa yang paling aktif Anda ikuti selama menjalani perkuliahan? (nama organisasi),IP,Sebutkan jenis kegiatan di organisasi yang aktif diikuti yang membantu mengasah kemampuan/skill Anda!,Seberapa besar program studi Anda bermanfaat untuk hal-hal di bawah ini? [memulai pekerjaan]
15016102,Teknik Sipil,Desain,Desain struktur jembatan yang berkaitan dengan geoteknik seperti: pondasi dan dinding penahan tanah,ya,item1,5,F,Gamais,3.4,Majelis Pertimbangan Organisasi,5
15016104,Teknik Sipil,Quantity surveying,,ya,,4,F,Himpunan Mahasiswa Sipil ITB,3.4,Sipil Bangun Desa/SIBADES (program pengabdian masyarakat),4
15016105,Teknik Sipil,Interior,Membuat RAB dan memastikan proyek berjalan sesuai rencana,ya,item3,4,F,HMS,3.26,Panitia Wisuda,4
15016106,Teknik Sipil,Bidang Ekonomi,Menjadi relationship manager untuk perusahaan-perusahaan skala komersial yang menjadi nasabah perusahana tempat saya bekerja.,tidak,item4,4,K,Himpunan Mahasiswa Sipil ITB,3.42,"Menjadi panitia kegiatan seperti panitia wisuda, panitia ICEE",4
15016107,Teknik Sipil,Analytics,"1. Analisis data dan rekomendasi product improvement
2. Regular reporting untuk stakeholder",tidak,,2,S,PSM-ITB,3.57,Latihan rutin/konser,2
15016109,Teknik Sipil,Administratif,,ya,,4,F,Himpunan Mahasiswa Sipil,3.39,Organisasi kemahasiswaan,4
15016111,Teknik Sipil,,,,,2,,Kpa ITB,3.62,KPA ITB,2
15016113,Teknik Sipil,Perencanaan Desain,Membantu Tenaga Ahli dalam melakukan perencanaan proyek infrastruktur teknik sipil,ya,,5,F,Himpunan Mahasiswa Sipil ITB,3.5,Musyawarah,5
15016114,Teknik Sipil,Product Designer,Membuat produk digital yang memudahkan penjual berjualan di platform perusahaan kami. (Tokopedia),tidak,item5,5,J,HMS ITB,3.26,BP HMS ITB,5
15016115,Teknik Sipil,,,,,4,F,Unit Bola Voli,3.54,Penerimaan Anggota Baru,4
15016116,Teknik Sipil,Konsultan teknik,,ya,item1,4,M,HMS ITB,3.73,keprofesian,4
15016118,Teknik Sipil,Penyelesaian Kredit,Melakukan penyelesaian dari kredit komersial NPL melalui berbagai mekanisme.,tidak,item4,4,K,"HMS ITB, KPA ITB",3.22,"HMS ITB, KPA ITB",4
15016119,Teknik Sipil,Data,,tidak,item5,2,S,Himpunan Mahasiswa Sipil,3.9,Panitia Acara,1
15016121,Teknik Sipil,Partnership Operation,"Mereview dokumen legal formal Perusahaan, Melakukan Assessment terhadap Mitra Baru yang mendaftar sebagai rekanan, membuat dokumen perikatan kerja sama,",tidak,item5,2,J,Sipil Bangun Desa (SIBADES) HMS ITB,3.39,Pengabdian Masyarakat,2
15016122,Teknik Sipil,koordinasi,Berkoordinasi dengan berbagai stakeholder dalam mencari pendanaan pembangunan.,tidak,item4,2,U,HMS dan LFM,3.54,berorganisasi dan kerja sama dengan orang lain.,4
15016124,Teknik Sipil,Loan Review and Financial Improvement,,tidak,item4,4,K,Himpunan Mahasiswa Teknik Sipil ITB,3.49,Diskusi Program Kerja,4
15016125,Teknik Sipil,-,Melakukan monitoring terhadap kinerja tim saya dan terus melakukan improvement agar pekerjaan lebih efektif,tidak,item3,4,F,Himpunan Mahasiswa Sipil ITB,3.51,Ikut di kepengurusan himpunan,5
15016127,Teknik Sipil,Konsultasi Bisnis,Konsultasi Bisnis,tidak,item4,2,M,Himpunan Mahasiswa Sipil ITB,3.57,Kompetisi mahasiswa,2
15016128,Teknik Sipil,Process improvement,"Analisis data, desain process, eksekutor project",tidak,item5,4,I,HMS ITB,3.27,ICEE conference & competition,2
15016130,Teknik Sipil,Project management,,ya,item4,2,M,Himpunan Mahasiswa Sipil ITB,3.59,Keprofesian dan Kajian,5
15016131,Teknik Sipil,Project Controller,"Menjaga dan mengatur agar jadwal pekerjaan proyek sesuai dengan rencana awal dan mempersiapkan laporan harian, mingguan, dan bulanan",ya,,4,F,Himpunan Mahasiwa Sipil,3.16,Diskusi,4
15016132,Teknik Sipil,Supervisi Konstruksi Infrastruktur,,ya,,4,F,Gamais ITB,3.11,Desain Grafis dan Kepemimpinan,4
15016133,Teknik Sipil,Program dan Anggaran Penyelenggaraan Jalan dan Jembatan,"Staf Subdit Strategi, Program, dan Anggaran, Direktorat Sistem dan Stategi Program Jalan dan Jembatan",ya,,2,O,"HMS, UKB",3.42,Kajian,4
15016134,Teknik Sipil,Tenaga teknis bidang air minum,"melaksanakan koordinasi dan perumusan kebijakan, sinkronisasi pelaksanaan kebijakan, pemantauan, evaluasi dan pengendalian, serta penyusunan prakarsa strategis pembangunan lintas sektor perencanaan pembangunan nasional di bidang perumahan dan kawasan permukiman khususnya pada sektor air minum.",ya,item3,4,E,Perkumpulan Seni Tari dan Karawitan Jawa (PSTK ITB),3.1,Pengelolaan organisasi sebagai ketua,4
15016135,Teknik Sipil,Desain struktur,Desain struktur bangunan high rise,ya,item1,5,F,Himpunan Mahasiswa Sipil,3.84,Seminar ICEE,5
15016136,Teknik Sipil,Managerial,Operasional,tidak,item3,4,F,Himpunan Mahasiswa Sipil,3.3,Badan Perwakilan Anggota HMS ITB,4
15016140,Teknik Sipil,"Koordinasi, administrasi perencanaan, penyediaan barang jasa","Perencanaan keciptakaryaan (sekolah, bangunan negara, penataan kawasan kumuh, infrastruktur air minum dan sanitasi) di wilayah maluku utara",ya,item3,4,F,Himpunan Mahasiswa Sipil,3.61,SIBADES,4
15016142,Teknik Sipil,Administrasi dan Perencanaan,"Menyusun Notulensi
Menyusun rencana kerja pemerintah",tidak,,2,O,Unit Softball ITB,3.15,Mengikuti Turnamen Kejuaraan Softball,4
15016144,Teknik Sipil,Procurement,,ya,item3,5,F,Himpunan Mahasiswa Sipil,3.51,Bersosialisasi dengan Masyarakat,5
15016145,Teknik Sipil,-,Menganalisis kesehatan suatu aplikasi berdasarkan log user dalam penggunaan aplikasi tersebut,tidak,,5,J,LSS (Lingkung Seni Sunda) & Format (Forum Mahasiswa Garut),3.34,"Kepanitian, dan Berkesenian (belajar alat seni tradisional)",5
15016147,Teknik Sipil,Supply Chain,supply chain,tidak,item4,4,J,"HMS, MBWG",3.61,"Multitasking, lomba marching band nasional",4
15016149,Teknik Sipil,"Administratif, review desain",tugas sebagai Water resources engineer,ya,item1,4,F,Himpunan Mahasiswa Sipil ITB,3.54,forum diskusi,4
15016150,Teknik Sipil,,,,,2,,Himpunan Mahasiswa Sipil ITB,3.45,ITB Civil Engineering Expo,2
15016151,Teknik Sipil,Konstruksi Bangunan Pantai,"Direksi Lapangan
",ya,item2,4,F,Keagamaan,3.12,Kepanitiaannya dalam acara,4
15016154,Teknik Sipil,Management Trainee,Management Trainee sedang OJT di business function dan setelahnya akan di tempatkan di operations.,tidak,,5,S,Pasopati ITB,3.6,Mengadakan acara kegiatan kompetisi panahan tingkat nasional,4
15016155,Teknik Sipil,Manager,Asisten PM,ya,item1,4,F,GSI ,3.27,Ketua,4
15016156,Teknik Sipil,"Menganalisis desain, review desain, konsultasi desain, penyelidikan tanah",Analisis aspek teknik sipil khususnya geoteknik,ya,,4,F,Himpunan Mahasiswa Sipil ITB,3.53,"Berpikir kritis, bersosialisasi",2
15016157,Teknik Sipil,structural engineer,structural design,ya,item1,4,F,Himpunan Mahasiswa Sipil (HMS),3.95,"semua jenis kegiatan yang dilaksanakan oleh himpunan dapat membantu meningkatkan kemampuan dan skill yang berbeda beda mulai dari critical thinking, cara berkomunikasi dan berinteraksi, how to manage and lead people, cara bekerja sama dalam tim, dll",4
15016158,Teknik Sipil,tambang,Engineering,ya,item2,4,F,Unit Tenis ITB,3.83,Kepanitiaan,4
15016159,Teknik Sipil,IT,Research Analyst,tidak,item4,4,J,Keluarga Mahasiswa Jambi 'Siginjai' ITB,3.34,Ganesha Fun Day (GFD),4
15016501,Teknik Sipil,Konsultan Manajemen,,ya,item1,5,M,HMS ITB,3.85,Dokumentasi dan Desain,5
15116001,Teknik Geodesi dan Geomatika,Manajerial,"Problem-Solving, Data Analysis, Management",tidak,kurang erat,5,C,Ikatan Mahasiswa Geodesi ITB,,"Kepanitiaan: OSKM, Panitia Wisuda, ITB Day AMI, lebih berminat untuk yang durasinya lebih singkat",2
15116002,Teknik Geodesi dan Geomatika,Business Development,"Business management, analyst user traffic, communicate with stakeholder, managed campaign",tidak,item5,2,J,IMG,3.44,Kabinet ITB,2
15116003,Teknik Geodesi dan Geomatika,DATA PROCESSING,,ya,item2,4,F,UKMR,3.22,Mengatur waktu dan menyelesaikan tugas tepat waktu,4
15116006,Teknik Geodesi dan Geomatika,-,,ya,item1,4,S,Infinity ,3.01,-,4
15116008,Teknik Geodesi dan Geomatika,Pemerintahan,Sebagai Tenaga Ahli dan menjadi leader untuk Tim Teknis (GIS) dalam mensupport pembinaan dan pengawasan terkait penetapan dan penegasan batas Desa,ya,item4,2,O,GAMAIS ITB,3.29,Formatur kegiatan,2
15116010,Teknik Geodesi dan Geomatika,Tenaga Ahli GIS,"-Rencana Detail Tata Ruang (RDTR)
-Survei Lapangan menggunakan Drone, GNSS/GPS, dan alat ukur lainnya
-Mendaftarkan Hak Pengelolaan Tanah (HPL)
-Pemeriksaan Komprehensif persil tanah terhadap SK 272 Tahun 2018, RDTR, Alokasi Tanah, dan HPL",ya,,4,O,"GAMAIS ITB, IMG ITB, KGMC ITB",3.34,Tutor Akademik,5
15116012,Teknik Geodesi dan Geomatika,"Monitoring, Maintaining National Performance",Product Manager,tidak,item5,4,K,IMG ITB,3.22,Program Kerja BPH IMG ITB,4
15116013,Teknik Geodesi dan Geomatika,Riset dan inovasi,Melakukan penelitian menggunakan aplikasi pemetaan,ya,item1,4,M,Unit Panahan Pasopati ITB,3.49,Himpunan Mahasiswa program studi,4
15116015,Teknik Geodesi dan Geomatika,Data,"1. Mendefinisikan dan mengidentifikasi permasalahan dan kebutuhan business dan data serta menentukan objektif Data Science dan Machine Learning;
2. Menyusun rekomendasi pengumpulan data baru dan melakukan strukturisasi ulang format data sesuai kebutuhan analisisi data tingkat lanjut;
3. Melakukan analisis data tingkat lanjut dengan mengembangkan algoritma dan model data serta melakukan interpretasi hasil analisis data tingkat lanjut secara kolaborasi dengan pihak internal atau eksternal organisasi berdasarkan identifikasi permasalahan dan objektif bisnis yang sudah ditetapkan; 
4. Melakukan pengembangan wawasan dan berbagi pengetahuan perkembangan teknik analisis data tingkat lanjut dengan pendekatan Data Science dan Machine Learning serta menyusun dan mengelola paparan dan dokumen teknis terkait hasil riset dan hasil proyek analisis data tingkat lanjut yang sudah dikerjakan untuk mendukung manajemen pengetahuan.",tidak,item3,4,J,Dewan Perwaklian Mahasisa IMG-ITB dan UFF ITB - Ganesha Touchdown,3.25,Proker organisasi,4
15116016,Teknik Geodesi dan Geomatika,,"Menyiapkan data substansi untuk kegiatan Kementerian
Kompilasi data spasial
Analisis data dan permasalahan terkait tusi Kementerian",,,2,,Keluarga Paduan Angklung,3.53,Kegiatan - Kegiatan di Ikatan Mahasiswa Geodesi,4
15116017,Teknik Geodesi dan Geomatika,Analis Survei,,ya,item2,5,O,IMG,3.19,PPAB,5
15116019,Teknik Geodesi dan Geomatika,"Melakukan penelitian, mengolah data, menyusun makalah",Membantu dosen melakukan penelitian ,ya,,4,P,IMG-ITB,2.75,Kepanitiaan Kegiatan Tahunan,2
15116020,Teknik Geodesi dan Geomatika,Category Management,Membuat strategi category management dan trade marketing FMCG,tidak,item4,4,S,IMG-ITB,3.4,Tutorial Akademik,4
15116021,Teknik Geodesi dan Geomatika,Pelayanan masyarakat,mengurus bagian perizinan,tidak,item4,4,O,Perkantas,3.27,-,4
15116022,Teknik Geodesi dan Geomatika,Riset,Riset,ya,item2,4,P,IMG,3.55,Kepanitiaan acara,4
15116023,Teknik Geodesi dan Geomatika,Remote Sensing Specialist ,"Sebagai remote sensing dan GIS specialist, memiliki tugas utama menganalisis citra-citra satelit untuk kepentingan tertentu dan dibuat basis datanya, misalnya pertanian, kehutanan, urban rural. Membuat laporan baik tulis maupun presentasi untuk setiap hasil. Bersama dengan tim, kami menulis jurnal atau artikel penelitian yang nanti akan diserahkan ke lembaga publikasi lokal maupun internasional.",ya,item2,4,U,IMG-ITB,3.27,"Kepanitiaan pusat, seperti OSKM, Aku Masuk ITB, pengabdian masyarakat di desa binaan, kepanitiaan di IMG seperti acara wisuda, lomba dan seminar nasional, dan menjadi Badan Pengurus Harian di himpunan.",4
15116024,Teknik Geodesi dan Geomatika,Jasa Pemetaan,Mengontrol keberjalanan proyek,ya,,5,F,IMG,3.02,IMG,4
15116025,Teknik Geodesi dan Geomatika,Sales dan Marketing,,tidak,item3,5,K,Ikatan Mahasiswa Geodesi ,3.52,Forum,5
15116026,Teknik Geodesi dan Geomatika,Geodesist/Surveyor,,ya,item1,4,F,Himpunan Program Studi (IMG-ITB),3.6,Forum himpunan dan kegiatan keilmuan himpunan,4
15116027,Teknik Geodesi dan Geomatika,Survey dan Pemetaan,Bertanggung jawab atas seluruh kegiatan survey di lapangan,ya,item1,5,B,Ikatan Mahasiswa Geodesi (IMG) ITB,3.56,"Program Geodesi Ke Masyarakat, Program Penerimaan Mahasiswa Baru, Pameran Kerja Praktik, Geopoint",5
15116028,Teknik Geodesi dan Geomatika,pekerjaan yang berkaitan dengan pengukuran,menjadi kepala tim survey,ya,item1,4,F,KMPA Ganesha ITB,3.19,Gladi Mula,4
15116029,Teknik Geodesi dan Geomatika,Surveyor,Surveyor,ya,item1,4,S,Ikatan Mahasiswa Geodesi (IMG-ITB),3.21,Study tour,4
15116032,Teknik Geodesi dan Geomatika,Pengukuran dan Pemetaan Tanah,Melakukan Pengukuran dan Pemetaan Bidang Tanah serta Menyediakan Data-Data yang dibutuhkan oleh Divisi Lain,ya,item2,4,L,Unit Kesenian Minangkabau Institut Teknologi Bandung (UKM-ITB),3.34,Menjadi Sekretaris/Bendahara/Kepala Divisi dalam Kegiatan dan Badan Pengurus Organisasi tersebut,4
15116033,Teknik Geodesi dan Geomatika,restrukturisasi perusahaan,restrukturisasi dan revitalisasi BUMN Titip Kelola,tidak,item5,4,K,PSIK ITB,3.35,Kajian,2
15116035,Teknik Geodesi dan Geomatika,GIS Specialist,,ya,item3,4,M,Kabinet KM-ITB,3.3,Himpunan Jurusan,4
15116036,Teknik Geodesi dan Geomatika,Surveyor,"Perhitungan Volume 
Group Leader",ya,item1,4,B,IMG,3.39,Pelatihan Keprofesian,4
15116037,Teknik Geodesi dan Geomatika,Graduate Survey,,ya,,4,B,PMK ITB,3.42,"memimpin sebuah kelompok, menjadi pengawas dan pembimbing di kepanitiaan",5
15116038,Teknik Geodesi dan Geomatika,GIS,Analisis batas desa,ya,item4,4,O,Ikatan Mahasiswa Geodesi (IMG),3.08,Acara Wisuda Juli,4
15116039,Teknik Geodesi dan Geomatika,Product Manager,"Develop and execute the product strategy of the SDLC process using product management tools.
Prepare data for product implementation.
Performed frontend and testing for Web based application (dashboard) and Mobile App.
Performed backend API testing.
Coordinated with Developers, Users, and Account Manager during the Product Development Process.
Fixing minor (visual) bugs by updating the product repository and version control.",ya,item2,4,J,Ikatan Mahasiswa Geodesi ITB,3.58,"Kegiatan kepanitiaan Pemilu, Wisuda, dll.",5
15116041,Teknik Geodesi dan Geomatika,Geographic Information System ,"Melakukan verifikasi peta, Membuat peta survey lokasi monitoring dan evaluasi.",ya,,4,M,IMG-ITB,3.28,Kaderisasi Himpunan,4
15116045,Teknik Geodesi dan Geomatika,"Pemetaan Lahan, Cut and Fill, Survey Konstruksi",Survey pemetaan,ya,item1,4,F,IMG-ITB,3.08,Kepanitiaan,4
15116047,Teknik Geodesi dan Geomatika,Trainer,"Menganalisis Data, Mengajar",ya,item4,4,P,Ikatan Mahasiswa Geodesi ITB,3.39,Diskusi,5
15116048,Teknik Geodesi dan Geomatika,perbankan,"sebagai relationship manager, sales, dan analisa kredit komersil",tidak,item4,2,K,KMPA Ganesha ITB,3,"Keorganisasian, kepemimpinan, bertahan hidup di alam bebas",4
15116050,Teknik Geodesi dan Geomatika,Survei dan Pemetaan,"Inventaris tanaman HTI, survei pemetaan",ya,item2,4,A,Ikatan Mahasiswa Geodesi ITB,3.51,Keprofesian,4
15116051,Teknik Geodesi dan Geomatika,SALES,"Mencari peluang untuk memenuhi target, analisis market, pengembangan anggota tim, ",tidak,item3,4,I,IMG ITB,3.5,"DISKUSI, PERSIAPAN UJIAN, RAPAT",5
15116052,Teknik Geodesi dan Geomatika,"Site survey, offshore construction support, pipeline survey, pipe lay, cable lay, metocean survey etc",,ya,item1,4,M,Img,2.91,Manggung band wisuda night,4
15116054,Teknik Geodesi dan Geomatika,Hydrographic ,Surveyor hydrographic ,ya,,4,M,IMG-ITB,2.79,Pengembangan pribadi,4
15116055,Teknik Geodesi dan Geomatika,Pengukuran,"1. Melakukan Pengukuran Lahan
2. Mengelola spasial database
",ya,item1,4,O,Ikatan Mahasiswa Geodesi ITB,3.26,Kegiatan mengunjungi perusahaan dan projek yang sedang berjalan,4
15116056,Teknik Geodesi dan Geomatika,Surveyor,Managemen proyek pembangunan smelter Serta perumahan,ya,item1,5,F,Ikatan Mahasiswa Geodesi (IMG),3.48,Kerja Praktek,5
15116057,Teknik Geodesi dan Geomatika,,,,,4,,IMG-ITB,3.35,Majalah internal dan keilmuan,4
15116058,Teknik Geodesi dan Geomatika,Survey and Mapping,"Melakukan pengolahan data spasial, melakukan koordinasi dengan tim dan klient.",ya,item1,4,F,Ikatan Mahasiswa Geodesi (IMG-ITB),3.4,"Critical thinking, manajemen",4
15116059,Teknik Geodesi dan Geomatika,,Mengawasi dan memastikan seluruh pengukuran lapangan dilakukan dengan benar,,,4,,percama itb,3.06,Latihan rutin,4
15116060,Teknik Geodesi dan Geomatika,Engineering,Survey ,ya,item1,5,B,Koperasi Mahasiswa,3.6,"Himpunan, UKM, Paguyuban daerah",5
15116061,Teknik Geodesi dan Geomatika,,Pengawasan pekerjaan yang dilakukan kontraktor dalam bidang survey,,,4,,IMG ITB,3.09,"Kepanitiaan, diskusi",4
15116066,Teknik Geodesi dan Geomatika,Perizinan dan non perizinan serta Penanaman Modal,Melakukan pengecekan dan menganalisis berkas perizinan dan non perizinan dari segi tata ruang dan lingkungan,ya,item3,4,O,Ikatan Mahasiswa Geodesi (IMG-ITB),3.41,"Kegiatan yang diselenggarakan oleh Departemen Keprofesian; Departemen Diskusi, Kajian, dan Literasi; dan BSO HSE. Kegiatan berupa seminar dan kunjungan ke dunia profesional yang berkaitan dengan program studi",4
15116070,Teknik Geodesi dan Geomatika,Network Planning Survey,"Membuat 5 Years Plan Outlet Planning se-Indonesia
",tidak,item4,4,G,Techno Entrepreneur Club (TEC),3.51,"Business Case, Business Discussion",4
15116073,Teknik Geodesi dan Geomatika,Teknis,,ya,item1,2,O,"IMG  ITB, UKB Debust",3.37,Supervisor Departemen,4
15116074,Teknik Geodesi dan Geomatika,Survei Hidrografi dan Subsea Positioning menggunakan sensir-sensor bawah laut serta alat survei terestrial,"Pekerjaannya belum mulai, tapi saya di-hire sebagai Associate Offshore Surveyor",ya,,5,F,Koperasi Asrama Mahasiswa ITB (KAM ITB),3.06,"Business Planning, Manajemen Karyawan dan Staff, Penyusunan Laporan Keuangan, Penyusunan Proposal Kerja dan Laporan Pertanggungjawaban",4
15116075,Teknik Geodesi dan Geomatika,Content Associate,,tidak,item5,4,J,IMG ITB dan KPA ITB,3.12,Kepanitiaan,2
15116078,Teknik Geodesi dan Geomatika,Survey,,ya,item1,2,B,Pramuka ITB,3.25,Pembinaan,4
15116079,Teknik Geodesi dan Geomatika,Data Analyst,Analisis dan Prediksi Data,tidak,item3,4,G,IMG-ITB,3.72,Badan Pengurus Harian,4
15116080,Teknik Geodesi dan Geomatika,,Tenaga GIS dan Supervisi Pengukuran Tata Batas Lahan,,,4,,IMG-ITB,3,Senator,2
15116083,Teknik Geodesi dan Geomatika,Assessor,Verifikasi Dokumen proyek Minyak dan Gas,tidak,item3,2,D,Himpunan Program Studi,3.08,Kepanitiaan,2
15116086,Teknik Geodesi dan Geomatika,Analis Dokumen Perizinan,"Analisa kebijakan, penyelenggeraan serta dokumentasi urusan pemerintahan",ya,item2,4,O,"KGMC, IMG",3.52,Roadshow ITB Goes To School,4
15116089,Teknik Geodesi dan Geomatika,Analisis Data,,tidak,item4,4,S,IMG,3.37,"Kepanitiaan, menjadi pengurus organisasi",2
15116090,Teknik Geodesi dan Geomatika,Data Analytic dan Monitoring,Memantau aktifitas perbaikan (maintenance) terhadap aset perusahaan berupa tower telekomunikasi yang disewakan kepada operator.,ya,item3,5,J,Tutor UPT Asrama ITB,3.46,Konseling,4
15116091,Teknik Geodesi dan Geomatika,Pengawas Perizinan Berusaha Berbasis Risiko,"Melakukan Pengawasan Rutin atau Insidental terhadap Kegiatan Usaha yang di miliki Perusahaan (PT ,CV atau Perorangan) di wilayah Kabupaten Bogor",tidak,item4,2,O,Nautika ITB,3.25,Pelatihan Selam,4
15116092,Teknik Geodesi dan Geomatika,Administrasi Umum,,ya,item2,4,O,Keluarga Paduan Angklung ITB,3.42,"Penampilan Angklung (Konser, acara rektorat, dll) dan forum-forum diskusi",4
15116093,Teknik Geodesi dan Geomatika,Data Sains,Mengembangkan sistem geospasial untuk memperoleh informasi di bidang kehutanan,ya,item1,5,A,IMG-ITB,3.64,Desain Grafis,5
15116095,Teknik Geodesi dan Geomatika,,Melakukan kegiatan survey di laut termasuk pengambilan data teknis dan pengolahan data,,,4,,Ikatan Mahasiswa Geodesi ,3.43,"Kegiatan luar bersama perusahaan, forum grup diskusi",4
15116097,Teknik Geodesi dan Geomatika,GIS Analyst,Pekerjaan rutin setiap harinya berkaitan dengan GIS Analyst,ya,item1,5,O,Ikatan Mahasiswa Geodesi (IMG-ITB),3.59,Badan Kepengurusan Himpunan,5
